code,age,value,iso_code
71,63,8089,CZ071
71,64,8408,CZ071
71,65,8464,CZ071
71,66,8390,CZ071
71,67,8269,CZ071
71,68,8127,CZ071
71,69,8194,CZ071
71,70,7838,CZ071
71,71,7598,CZ071
71,72,7648,CZ071
71,73,7646,CZ071
71,74,7061,CZ071
71,75,5408,CZ071
71,76,5574,CZ071
71,77,5347,CZ071
71,78,4673,CZ071
71,79,4291,CZ071
71,80,3946,CZ071
71,81,3372,CZ071
71,82,3124,CZ071
71,83,2673,CZ071
71,84,2367,CZ071
71,85,2172,CZ071
71,86,1941,CZ071
71,87,1719,CZ071
71,88,1543,CZ071
71,89,1333,CZ071
71,90,1076,CZ071
71,91,802,CZ071
71,92,615,CZ071
71,93,469,CZ071
71,94,357,CZ071
71,95,234,CZ071
71,96,162,CZ071
71,97,126,CZ071
71,98,65,CZ071
71,99,45,CZ071
71,100,46,CZ071
72,0,5813,CZ072
72,1,5730,CZ072
72,2,6092,CZ072
72,3,6078,CZ072
72,4,5801,CZ072
72,5,5831,CZ072
72,6,5649,CZ072
72,7,5597,CZ072
72,8,5510,CZ072
72,9,5597,CZ072
72,10,6236,CZ072
72,11,6190,CZ072
72,12,6471,CZ072
72,13,6290,CZ072
72,14,5758,CZ072
72,15,5749,CZ072
72,16,5294,CZ072
72,17,5251,CZ072
72,18,5232,CZ072
72,19,5246,CZ072
72,20,5292,CZ072
72,21,5279,CZ072
72,22,5236,CZ072
72,23,5165,CZ072
72,24,5347,CZ072
72,25,5716,CZ072
72,26,6255,CZ072
72,27,6999,CZ072
72,28,7147,CZ072
72,29,7535,CZ072
72,30,7435,CZ072
72,31,7239,CZ072
72,32,7497,CZ072
72,33,7384,CZ072
72,34,7423,CZ072
72,35,7540,CZ072
72,36,7510,CZ072
72,37,7568,CZ072
72,38,7743,CZ072
72,39,7902,CZ072
72,40,8166,CZ072
72,41,9162,CZ072
72,42,9308,CZ072
72,43,9598,CZ072
72,44,9776,CZ072
72,45,10209,CZ072
72,46,10213,CZ072
72,47,9571,CZ072
72,48,8954,CZ072
72,49,8269,CZ072
72,50,8015,CZ072
72,51,7760,CZ072
72,52,7469,CZ072
72,53,7308,CZ072
72,54,7569,CZ072
72,55,7779,CZ072
72,56,8290,CZ072
72,57,8061,CZ072
72,58,7289,CZ072
72,59,7317,CZ072
72,60,7043,CZ072
72,61,6973,CZ072
72,62,7250,CZ072
72,63,7732,CZ072
72,64,7879,CZ072
72,65,7760,CZ072
72,66,7715,CZ072
72,67,7601,CZ072
72,68,7509,CZ072
72,69,7439,CZ072
72,70,7207,CZ072
72,71,6757,CZ072
72,72,6647,CZ072
72,73,6590,CZ072
72,74,6407,CZ072
72,75,5196,CZ072
72,76,5162,CZ072
72,77,4775,CZ072
72,78,4226,CZ072
72,79,3970,CZ072
72,80,3802,CZ072
72,81,3285,CZ072
72,82,2985,CZ072
72,83,2591,CZ072
72,84,2402,CZ072
72,85,2152,CZ072
72,86,2000,CZ072
72,87,1743,CZ072
72,88,1576,CZ072
72,89,1263,CZ072
72,90,1025,CZ072
72,91,748,CZ072
72,92,594,CZ072
72,93,468,CZ072
72,94,327,CZ072
72,95,221,CZ072
72,96,150,CZ072
72,97,96,CZ072
72,98,54,CZ072
72,99,43,CZ072
72,100,46,CZ072
80,0,11742,CZ080
80,1,11995,CZ080
80,2,12328,CZ080
80,3,12003,CZ080
80,4,11944,CZ080
80,5,11780,CZ080
80,6,11906,CZ080
80,7,11555,CZ080
80,8,11557,CZ080
80,9,11494,CZ080
80,10,13046,CZ080
80,11,13254,CZ080
80,12,13424,CZ080
80,13,13417,CZ080
80,14,12324,CZ080
80,15,11784,CZ080
80,16,11368,CZ080
80,17,11055,CZ080
80,18,10946,CZ080
80,19,10938,CZ080
80,20,10877,CZ080
80,21,10953,CZ080
80,22,11026,CZ080
80,23,11268,CZ080
80,24,11455,CZ080
80,25,12033,CZ080
80,26,13224,CZ080
80,27,14738,CZ080
80,28,14991,CZ080
80,29,15962,CZ080
80,30,16225,CZ080
80,31,15693,CZ080
80,32,16235,CZ080
80,33,15684,CZ080
80,34,15936,CZ080
80,35,15763,CZ080
80,36,15577,CZ080
80,37,15806,CZ080
80,38,15628,CZ080
80,39,15412,CZ080
80,40,16481,CZ080
80,41,18263,CZ080
80,42,18922,CZ080
80,43,19199,CZ080
80,44,19674,CZ080
80,45,20011,CZ080
80,46,20646,CZ080
80,47,19803,CZ080
80,48,18058,CZ080
80,49,17416,CZ080
80,50,16654,CZ080
80,51,16327,CZ080
80,52,15539,CZ080
80,53,15879,CZ080
80,54,16463,CZ080
80,55,16804,CZ080
80,56,17684,CZ080
80,57,16842,CZ080
80,58,15303,CZ080
80,59,14794,CZ080
80,60,14248,CZ080
80,61,13848,CZ080
80,62,15087,CZ080
80,63,15632,CZ080
80,64,15781,CZ080
80,65,15447,CZ080
80,66,15230,CZ080
80,67,15377,CZ080
80,68,15227,CZ080
80,69,15564,CZ080
80,70,14642,CZ080
80,71,14124,CZ080
80,72,14106,CZ080
80,73,13789,CZ080
80,74,12102,CZ080
80,75,9746,CZ080
80,76,10504,CZ080
80,77,10028,CZ080
80,78,8874,CZ080
80,79,8564,CZ080
80,80,8161,CZ080
80,81,6475,CZ080
80,82,5332,CZ080
80,83,4633,CZ080
80,84,4132,CZ080
80,85,3674,CZ080
80,86,3237,CZ080
80,87,2797,CZ080
80,88,2559,CZ080
80,89,2199,CZ080
80,90,1738,CZ080
80,91,1364,CZ080
80,92,1052,CZ080
80,93,758,CZ080
80,94,552,CZ080
80,95,402,CZ080
80,96,260,CZ080
80,97,200,CZ080
80,98,125,CZ080
80,99,75,CZ080
80,100,81,CZ080
