kód,obec,kraj,počet obyv.,datum,datum-7,"dnes (ČR: 68,3)",dnes,dnes-7,změna,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,12.10.23,19.10.23,26.10.23,2.11.23,9.11.23,16.11.23,23.11.23,30.11.23,7.12.23,14.12.23,21.12.23,28.12.23,4.1.24,11.1.24,18.1.24,25.1.24,1.2.24,8.2.24,15.2.24,22.2.24,29.2.24,7.3.24,14.3.24,21.3.24,28.3.24,4.4.24,11.4.24,18.4.24,25.4.24,2.5.24,9.5.24,16.5.24,23.5.24,30.5.24,6.6.24,13.6.24,20.6.24,27.6.24,4.7.24,11.7.24,18.7.24,25.7.24,1.8.24,8.8.24,15.8.24,22.8.24,29.8.24,5.9.24,12.9.24,19.9.24,26.9.24,3.10.24,4.10.24,5.10.24,6.10.24,7.10.24,8.10.24,9.10.24,10.10.24
6416,Šlapanice,64,72483,10. 10. 2024,3. 10. 2024,"55,2","55,2","74,5","-19,3",28,32,30,44,44,50,51,68,93,100,88,28,34,25,7,8,7,5,7,1,1,0,1,2,1,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0,0,2,1,3,9,6,2,5,22,13,44,"40,0","45,5","42,8","63,5","63,5","71,7","73,1","98,0","133,8","143,5","125,5","40,0","48,3","35,9","9,7","11,0","9,7","6,9","9,7","1,4","1,4","0,0","1,4","2,8","1,4","0,0","1,4","0,0","0,0","1,4","0,0","0,0","0,0","0,0","0,0","1,4","1,4","2,8","0,0","0,0","0,0","2,8","1,4","4,1","12,4","8,3","2,8","6,9","31,7","19,3","63,5","74,5","67,6","66,2","67,6","63,5","59,3","59,3","55,2"
6417,Tišnov,64,32576,10. 10. 2024,3. 10. 2024,"49,1","49,1","98,2","-49,1",24,27,48,70,48,33,88,76,100,100,88,39,52,21,6,9,6,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,6,6,3,9,3,18,18,21,24,48,"24,6","27,6","49,1","70,6","49,1","33,8","89,0","76,7","101,3","101,3","89,0","39,9","52,2","21,5","6,1","9,2","6,1","0,0","3,1","0,0","0,0","0,0","3,1","0,0","0,0","0,0","0,0","3,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,1","0,0","3,1","6,1","6,1","3,1","9,2","3,1","18,4","18,4","21,5","24,6","49,1","98,2","104,4","104,4","104,4","73,7","73,7","67,5","49,1"
6418,Veselí nad Moravou,64,36867,10. 10. 2024,3. 10. 2024,"103,1","103,1","124,8","-21,7",14,17,14,20,24,26,49,72,92,100,100,26,37,14,5,5,1,1,3,1,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,3,3,5,3,5,7,11,14,25,45,"29,8","35,3","29,8","40,7","48,8","54,2","100,4","149,2","189,9","206,1","206,1","54,2","75,9","29,8","10,8","10,8","2,7","2,7","5,4","2,7","5,4","5,4","0,0","0,0","0,0","2,7","0,0","0,0","0,0","0,0","0,0","0,0","5,4","0,0","0,0","0,0","0,0","2,7","0,0","2,7","2,7","5,4","5,4","10,8","5,4","10,8","13,6","21,7","29,8","51,5","92,2","124,8","103,1","100,4","103,1","100,4","86,8","94,9","103,1"
6419,Vyškov,64,52824,10. 10. 2024,3. 10. 2024,"81,4","81,4","87,1","-5,7",10,14,27,28,38,25,27,68,81,100,63,14,12,11,4,3,2,4,2,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,5,1,4,6,9,14,7,11,20,20,"24,6","34,1","64,4","68,2","92,8","60,6","64,4","164,7","196,9","242,3","153,3","34,1","30,3","26,5","9,5","7,6","5,7","9,5","3,8","3,8","0,0","0,0","3,8","1,9","3,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1,9","0,0","3,8","0,0","3,8","0,0","1,9","13,3","1,9","9,5","15,1","20,8","34,1","17,0","26,5","47,3","49,2","87,1","77,6","77,6","77,6","87,1","83,3","89,0","81,4"
6420,Znojmo,64,93230,10. 10. 2024,3. 10. 2024,"99,8","99,8","101,9","-2,1",18,25,28,29,26,57,70,87,94,100,85,30,45,16,12,10,9,2,5,1,2,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,5,1,4,3,4,6,3,3,11,15,17,24,50,"26,8","37,5","42,9","44,0","38,6","86,9","105,1","131,9","141,6","151,2","128,7","45,0","68,6","23,6","18,2","15,0","12,9","3,2","7,5","2,1","3,2","1,1","0,0","1,1","0,0","0,0","0,0","1,1","0,0","0,0","0,0","1,1","2,1","0,0","1,1","2,1","1,1","1,1","7,5","2,1","6,4","4,3","5,4","8,6","4,3","4,3","17,2","22,5","25,7","36,5","76,2","101,9","100,8","101,9","101,9","101,9","103,0","104,0","99,8"
6421,Židlochovice,64,34386,10. 10. 2024,3. 10. 2024,"69,8","69,8","37,8","32,0",15,17,41,30,63,28,52,83,78,100,63,31,7,15,13,2,2,0,4,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,9,4,6,13,13,9,24,22,"23,3","26,2","64,0","46,5","98,9","43,6","81,4","130,9","122,1","157,0","98,9","49,4","11,6","23,3","20,4","2,9","2,9","0,0","5,8","2,9","0,0","2,9","2,9","2,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,9","0,0","5,8","2,9","5,8","14,5","5,8","8,7","20,4","20,4","14,5","37,8","34,9","37,8","52,3","52,3","49,4","49,4","58,2","69,8","69,8"
7101,Hranice,71,34376,10. 10. 2024,3. 10. 2024,"98,9","98,9","84,4","14,5",25,40,52,20,62,42,62,40,88,100,72,35,38,10,12,12,5,12,2,0,0,0,0,0,5,2,2,0,0,0,0,2,0,0,5,2,2,0,5,2,5,8,2,2,10,8,2,10,20,25,68,"29,1","46,5","61,1","23,3","72,7","49,5","72,7","46,5","101,8","116,4","84,4","40,7","43,6","11,6","14,5","14,5","5,8","14,5","2,9","0,0","0,0","0,0","0,0","0,0","5,8","2,9","2,9","0,0","0,0","0,0","0,0","2,9","0,0","0,0","5,8","2,9","2,9","0,0","5,8","2,9","5,8","8,7","2,9","2,9","11,6","8,7","2,9","11,6","23,3","29,1","78,5","84,4","81,5","81,5","81,5","87,3","78,5","98,9","98,9"
7102,Jeseník,71,36991,10. 10. 2024,3. 10. 2024,"32,4","32,4","29,7","2,7",22,25,35,18,25,57,45,92,98,100,68,45,22,15,8,0,5,5,8,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,5,15,30,25,12,22,"24,3","27,0","37,8","18,9","27,0","62,2","48,7","100,0","105,4","108,1","73,0","48,7","24,3","16,2","8,1","0,0","5,4","5,4","8,1","2,7","0,0","2,7","0,0","0,0","0,0","0,0","0,0","2,7","2,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,7","2,7","8,1","5,4","16,2","32,4","27,0","13,5","24,3","29,7","37,8","37,8","37,8","32,4","32,4","29,7","32,4"
7103,Konice,71,11836,10. 10. 2024,3. 10. 2024,"135,2","135,2","84,5","50,7",18,27,64,36,27,36,64,73,86,100,77,32,18,18,23,0,9,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,5,5,18,9,14,41,"33,8","50,7","118,3","67,6","50,7","67,6","118,3","135,2","160,5","185,9","143,6","59,1","33,8","33,8","42,2","0,0","16,9","0,0","8,4","8,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","16,9","8,4","0,0","0,0","8,4","8,4","33,8","16,9","25,3","76,0","84,5","101,4","109,8","109,8","126,7","118,3","126,7","135,2"
7104,Lipník nad Bečvou,71,15226,10. 10. 2024,3. 10. 2024,"52,5","52,5","32,8","19,7",33,10,38,33,57,71,33,48,95,100,81,19,43,24,19,14,48,19,0,5,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,24,5,14,19,48,"46,0","13,1","52,5","46,0","78,8","98,5","46,0","65,7","131,4","137,9","111,7","26,3","59,1","32,8","26,3","19,7","65,7","26,3","0,0","6,6","19,7","0,0","19,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,6","0,0","0,0","0,0","0,0","0,0","0,0","32,8","6,6","19,7","26,3","65,7","32,8","26,3","26,3","26,3","59,1","52,5","46,0","52,5"
7105,Litovel,71,23804,10. 10. 2024,3. 10. 2024,"92,4","92,4","96,6","-4,2",16,28,22,26,52,31,40,52,71,100,72,26,33,21,10,5,5,3,5,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,0,3,3,12,10,24,16,24,28,"37,8","67,2","54,6","63,0","126,0","75,6","96,6","126,0","172,2","243,7","176,4","63,0","79,8","50,4","25,2","12,6","12,6","8,4","12,6","4,2","0,0","0,0","4,2","0,0","0,0","0,0","4,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,4","16,8","4,2","0,0","8,4","8,4","29,4","25,2","58,8","37,8","58,8","67,2","96,6","105,0","105,0","105,0","109,2","92,4","96,6","92,4"
7106,Mohelnice,71,18746,10. 10. 2024,3. 10. 2024,"90,7","90,7","128,0","-37,3",22,24,69,42,29,29,49,69,91,100,84,24,22,16,9,9,7,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,4,24,9,4,18,22,42,"53,3","58,7","165,4","101,4","69,3","69,3","117,4","165,4","218,7","240,1","202,7","58,7","53,3","37,3","21,3","21,3","16,0","10,7","0,0","0,0","5,3","0,0","0,0","5,3","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,3","0,0","5,3","0,0","0,0","10,7","0,0","10,7","58,7","21,3","10,7","42,7","53,3","101,4","128,0","106,7","106,7","106,7","96,0","106,7","96,0","90,7"
7107,Olomouc,71,167827,10. 10. 2024,3. 10. 2024,"110,2","110,2","90,6","19,7",21,22,29,26,28,32,43,54,73,100,94,41,26,14,11,14,9,5,5,1,1,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,2,3,4,5,8,5,10,17,13,25,42,"38,1","41,1","53,0","47,1","50,6","58,4","79,2","98,9","134,7","183,5","173,4","75,7","48,3","25,6","20,3","25,0","16,7","8,9","8,3","1,8","2,4","0,6","3,6","1,8","0,0","0,6","0,0","1,2","1,2","1,8","0,0","0,0","0,6","0,0","0,6","0,6","0,0","0,6","1,2","1,8","3,0","4,8","7,7","9,5","14,9","9,5","19,1","31,6","23,2","45,9","76,3","90,6","103,7","103,1","101,3","112,6","109,0","115,0","110,2"
7108,Prostějov,71,96881,10. 10. 2024,3. 10. 2024,"101,2","101,2","97,0","4,1",15,20,23,26,32,37,57,78,96,100,92,42,40,18,8,9,3,4,3,2,1,0,0,2,0,0,0,1,1,1,0,0,0,1,1,1,1,3,1,3,2,3,6,7,7,15,19,15,24,41,49,"27,9","37,2","42,3","49,5","60,9","70,2","107,3","146,6","180,6","187,9","173,4","78,4","75,4","33,0","15,5","17,5","6,2","7,2","5,2","3,1","2,1","0,0","0,0","3,1","0,0","0,0","0,0","1,0","1,0","1,0","0,0","0,0","0,0","1,0","1,0","2,1","2,1","5,2","1,0","6,2","3,1","5,2","11,4","12,4","13,4","27,9","36,1","28,9","45,4","77,4","91,9","97,0","106,3","105,3","105,3","103,2","96,0","88,8","101,2"
7109,Přerov,71,78578,10. 10. 2024,3. 10. 2024,"92,9","92,9","99,3","-6,4",25,25,20,29,20,33,33,49,82,100,76,27,25,19,6,9,7,3,1,1,2,0,2,0,1,0,0,0,1,1,1,1,0,1,1,2,0,0,1,0,1,1,1,1,4,6,14,16,26,30,36,"45,8","44,5","36,9","52,2","36,9","59,8","59,8","89,1","147,6","180,7","137,4","48,4","45,8","34,4","11,5","16,5","12,7","5,1","1,3","2,5","3,8","0,0","3,8","0,0","1,3","0,0","0,0","0,0","1,3","1,3","1,3","1,3","0,0","1,3","1,3","3,8","0,0","0,0","2,5","0,0","1,3","1,3","1,3","2,5","7,6","10,2","25,5","29,3","47,1","54,7","64,9","99,3","101,8","101,8","96,7","85,3","78,9","87,8","92,9"
7110,Šternberk,71,24028,10. 10. 2024,3. 10. 2024,"145,7","145,7","137,3","8,3",8,7,10,30,28,33,39,46,100,62,69,28,31,13,10,5,5,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,5,3,3,5,8,10,13,20,"20,8","16,6","25,0","74,9","70,8","83,2","99,9","116,5","253,9","158,1","174,8","70,8","79,1","33,3","25,0","12,5","12,5","0,0","0,0","0,0","4,2","0,0","4,2","0,0","0,0","0,0","4,2","0,0","4,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,2","4,2","4,2","0,0","0,0","12,5","8,3","8,3","12,5","20,8","25,0","33,3","49,9","137,3","145,7","145,7","145,7","141,5","133,2","149,8","145,7"
7111,Šumperk,71,68086,10. 10. 2024,3. 10. 2024,"74,9","74,9","72,0","2,9",25,39,43,46,52,61,80,89,100,77,86,11,46,25,16,7,21,18,4,5,5,2,0,0,0,2,2,0,2,0,0,4,0,2,2,0,0,0,0,0,0,4,5,12,5,0,5,14,21,27,77,"20,6","32,3","35,2","38,2","42,6","49,9","66,1","73,4","82,2","63,2","70,5","8,8","38,2","20,6","13,2","5,9","17,6","14,7","2,9","4,4","4,4","1,5","0,0","0,0","0,0","1,5","1,5","0,0","1,5","0,0","0,0","2,9","0,0","1,5","1,5","0,0","0,0","0,0","0,0","0,0","0,0","2,9","4,4","10,3","4,4","0,0","4,4","11,7","17,6","22,0","63,2","72,0","70,5","70,5","74,9","79,3","74,9","69,0","74,9"
7112,Uničov,71,22281,10. 10. 2024,3. 10. 2024,"139,1","139,1","89,8","49,4",15,23,32,34,47,15,30,43,70,100,81,43,45,26,2,9,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,9,2,9,2,30,15,30,34,43,"31,4","49,4","67,3","71,8","98,7","31,4","62,8","89,8","148,1","210,9","170,5","89,8","94,3","53,9","4,5","18,0","0,0","4,5","4,5","0,0","4,5","4,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,5","9,0","9,0","0,0","0,0","0,0","0,0","0,0","18,0","4,5","18,0","4,5","62,8","31,4","62,8","71,8","89,8","89,8","80,8","76,3","62,8","89,8","112,2","107,7","139,1"
7113,Zábřeh,71,33142,10. 10. 2024,3. 10. 2024,"132,8","132,8","54,3","78,5",15,29,35,44,40,29,41,68,94,100,76,18,31,16,15,18,10,3,3,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,1,0,0,4,1,4,13,4,25,19,21,40,56,"30,2","60,3","72,4","90,5","81,5","60,3","84,5","138,8","193,1","205,2","156,9","36,2","63,4","33,2","30,2","36,2","21,1","6,0","6,0","0,0","6,0","0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","3,0","6,0","0,0","3,0","3,0","0,0","0,0","9,1","3,0","9,1","27,2","9,1","51,3","39,2","42,2","81,5","114,7","54,3","51,3","51,3","51,3","78,5","84,5","111,6","132,8"
7201,Bystřice pod Hostýnem,72,15131,10. 10. 2024,3. 10. 2024,"19,8","19,8","26,4","-6,6",20,20,30,50,60,40,90,20,50,100,90,10,70,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,10,40,"13,2","13,2","19,8","33,0","39,7","26,4","59,5","13,2","33,0","66,1","59,5","6,6","46,3","26,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","6,6","6,6","13,2","6,6","26,4","26,4","26,4","26,4","26,4","39,7","26,4","26,4","19,8"
7202,Holešov,72,21683,10. 10. 2024,3. 10. 2024,"23,1","23,1","36,9","-13,8",11,5,37,26,58,53,26,63,79,100,84,47,58,21,16,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,16,21,0,5,0,16,21,37,"9,2","4,6","32,3","23,1","50,7","46,1","23,1","55,3","69,2","87,6","73,8","41,5","50,7","18,4","13,8","0,0","9,2","0,0","4,6","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,6","0,0","0,0","4,6","0,0","4,6","13,8","18,4","0,0","4,6","0,0","13,8","18,4","32,3","36,9","41,5","41,5","41,5","27,7","27,7","32,3","23,1"
7203,Kroměříž,72,67708,10. 10. 2024,3. 10. 2024,"53,2","53,2","67,9","-14,8",20,23,17,41,32,44,53,69,83,100,75,38,34,34,19,13,9,6,8,4,3,3,3,3,3,3,1,0,1,0,0,0,0,0,0,1,0,0,3,1,0,1,3,7,10,7,5,10,17,26,43,"34,0","39,9","28,1","69,4","54,6","75,3","90,1","116,7","140,3","169,8","127,0","65,0","57,6","57,6","32,5","22,2","14,8","10,3","13,3","7,4","4,4","5,9","5,9","4,4","4,4","4,4","1,5","0,0","1,5","0,0","0,0","0,0","0,0","0,0","0,0","1,5","0,0","0,0","4,4","1,5","0,0","1,5","5,9","11,8","16,2","11,8","8,9","17,7","28,1","44,3","72,4","67,9","63,5","59,1","62,0","54,6","59,1","50,2","53,2"
7204,Luhačovice,72,18766,10. 10. 2024,3. 10. 2024,"48,0","48,0","42,6","5,3",38,19,19,31,19,50,38,31,100,75,56,38,12,6,6,25,81,31,38,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,6,0,19,31,31,"32,0","16,0","16,0","26,6","16,0","42,6","32,0","26,6","85,3","63,9","48,0","32,0","10,7","5,3","5,3","21,3","69,3","26,6","32,0","5,3","0,0","10,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,3","0,0","0,0","0,0","0,0","10,7","5,3","0,0","16,0","26,6","26,6","42,6","42,6","42,6","42,6","42,6","32,0","26,6","48,0"
7205,Otrokovice,72,34094,10. 10. 2024,3. 10. 2024,"46,9","46,9","41,1","5,9",29,12,33,36,21,43,33,48,100,100,74,26,29,14,2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,5,2,17,12,19,29,43,"35,2","14,7","41,1","44,0","26,4","52,8","41,1","58,7","123,2","123,2","90,9","32,3","35,2","17,6","2,9","5,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,9","0,0","0,0","2,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,9","2,9","0,0","5,9","2,9","20,5","14,7","23,5","35,2","52,8","41,1","44,0","44,0","44,0","49,9","46,9","49,9","46,9"
7206,Rožnov pod Radhoštěm,72,35029,10. 10. 2024,3. 10. 2024,"20,0","20,0","31,4","-11,4",32,22,11,22,8,19,32,49,62,100,59,38,35,8,22,16,5,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,11,8,11,14,19,30,22,"34,3","22,8","11,4","22,8","8,6","20,0","34,3","51,4","65,7","105,6","62,8","40,0","37,1","8,6","22,8","17,1","5,7","5,7","0,0","2,9","0,0","0,0","0,0","0,0","0,0","0,0","2,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,9","0,0","2,9","2,9","0,0","2,9","11,4","8,6","11,4","14,3","20,0","31,4","22,8","31,4","25,7","25,7","25,7","31,4","28,5","28,5","20,0"
7207,Uherské Hradiště,72,89803,10. 10. 2024,3. 10. 2024,"112,5","112,5","100,2","12,2",20,37,38,41,36,43,45,73,100,86,68,31,31,13,12,5,12,2,2,1,2,2,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,2,2,3,4,6,9,12,16,28,48,"42,3","79,1","82,4","89,1","77,9","92,4","96,9","155,9","214,9","184,8","147,0","65,7","66,8","27,8","26,7","11,1","25,6","3,3","3,3","1,1","4,5","4,5","2,2","0,0","1,1","1,1","1,1","0,0","1,1","0,0","0,0","0,0","1,1","1,1","0,0","1,1","0,0","0,0","0,0","0,0","1,1","3,3","4,5","5,6","8,9","12,2","20,0","25,6","34,5","60,1","103,6","100,2","96,9","96,9","96,9","100,2","99,1","109,1","112,5"
7208,Uherský Brod,72,51693,10. 10. 2024,3. 10. 2024,"71,6","71,6","61,9","9,7",13,20,21,37,33,53,49,99,99,100,83,23,29,23,11,7,9,3,11,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,13,19,11,21,26,41,"17,4","27,1","29,0","50,3","44,5","71,6","65,8","133,5","133,5","135,4","112,2","31,0","38,7","31,0","15,5","9,7","11,6","3,9","15,5","1,9","0,0","0,0","0,0","0,0","1,9","1,9","0,0","0,0","0,0","1,9","0,0","0,0","1,9","0,0","0,0","0,0","0,0","0,0","1,9","0,0","0,0","0,0","0,0","3,9","1,9","17,4","25,1","15,5","29,0","34,8","56,1","61,9","71,6","71,6","71,6","77,4","73,5","67,7","71,6"
7209,Valašské Klobouky,72,22889,10. 10. 2024,3. 10. 2024,"30,6","30,6","43,7","-13,1",8,8,8,19,28,53,53,28,89,72,78,28,28,14,8,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,8,17,11,100,"13,1","13,1","13,1","30,6","43,7","83,0","83,0","43,7","139,8","113,6","122,3","43,7","43,7","21,8","13,1","8,7","0,0","4,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,7","26,2","13,1","26,2","17,5","157,3","43,7","48,1","48,1","48,1","30,6","26,2","30,6","30,6"
7210,Valašské Meziříčí,72,42503,10. 10. 2024,3. 10. 2024,"40,0","40,0","49,4","-9,4",23,22,44,34,26,30,32,63,67,100,68,27,40,21,10,12,11,3,4,4,4,4,1,1,0,1,0,3,1,4,0,0,1,0,0,0,0,0,0,0,1,4,0,0,8,7,11,15,29,29,23,"40,0","37,6","75,3","58,8","44,7","51,8","54,1","108,2","115,3","171,8","117,6","47,1","68,2","35,3","16,5","21,2","18,8","4,7","7,1","7,1","7,1","7,1","2,4","2,4","0,0","2,4","0,0","4,7","2,4","7,1","0,0","0,0","2,4","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2,4","7,1","0,0","0,0","14,1","11,8","18,8","25,9","49,4","49,4","40,0","49,4","42,3","44,7","42,3","37,6","42,3","40,0","40,0"
7211,Vizovice,72,17250,10. 10. 2024,3. 10. 2024,"75,4","75,4","133,3","-58,0",25,3,22,31,42,39,50,61,75,100,100,19,28,8,14,14,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,11,6,22,6,19,25,86,"52,2","5,8","46,4","63,8","87,0","81,2","104,3","127,5","156,5","208,7","208,7","40,6","58,0","17,4","29,0","29,0","17,4","5,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,8","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","5,8","11,6","23,2","11,6","46,4","11,6","40,6","52,2","179,7","133,3","104,3","104,3","104,3","87,0","81,2","87,0","75,4"
7212,Vsetín,72,64648,10. 10. 2024,3. 10. 2024,"77,3","77,3","89,7","-12,4",18,10,57,28,23,32,42,60,86,100,76,35,30,23,8,11,5,7,5,0,0,1,1,2,0,0,2,1,2,0,1,0,0,0,0,1,2,0,1,1,2,3,6,4,3,5,17,12,10,44,57,"29,4","15,5","92,8","44,9","37,1","52,6","68,1","97,5","139,2","162,4","123,7","57,2","49,5","37,1","12,4","18,6","7,7","10,8","7,7","0,0","0,0","1,5","1,5","3,1","0,0","0,0","3,1","1,5","3,1","0,0","1,5","0,0","0,0","0,0","0,0","1,5","3,1","0,0","1,5","1,5","3,1","4,6","9,3","6,2","4,6","7,7","27,8","20,1","17,0","71,2","92,8","89,7","89,7","89,7","91,3","75,8","78,9","78,9","77,3"
7213,Zlín,72,99334,10. 10. 2024,3. 10. 2024,"57,4","57,4","39,3","18,1",24,25,29,41,31,52,39,56,69,100,85,25,25,13,7,8,3,5,1,2,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,2,0,0,1,3,7,3,5,11,10,13,26,30,"37,2","38,3","44,3","62,4","48,3","79,5","60,4","85,6","105,7","154,0","130,9","38,3","39,3","20,1","10,1","12,1","5,0","8,1","2,0","3,0","1,0","2,0","0,0","2,0","0,0","1,0","1,0","1,0","0,0","0,0","1,0","0,0","0,0","0,0","1,0","0,0","0,0","2,0","3,0","0,0","0,0","1,0","5,0","10,1","5,0","7,0","17,1","15,1","20,1","40,3","46,3","39,3","52,3","52,3","52,3","53,4","54,4","57,4","57,4"
8001,Bílovec,80,25728,10. 10. 2024,3. 10. 2024,"81,6","81,6","73,8","7,8",8,18,14,31,18,26,41,35,81,100,92,30,20,8,5,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,9,8,14,11,24,"23,3","50,5","38,9","89,4","50,5","73,8","116,6","101,1","233,2","287,6","264,3","85,5","58,3","23,3","15,5","11,7","7,8","0,0","3,9","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,9","0,0","11,7","0,0","27,2","23,3","38,9","31,1","70,0","73,8","66,1","66,1","70,0","89,4","85,5","85,5","81,6"
8002,Bohumín,80,33644,10. 10. 2024,3. 10. 2024,"53,5","53,5","71,3","-17,8",9,10,11,23,18,18,20,33,59,100,57,31,17,15,7,3,3,3,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1,9,7,4,6,5,12,15,19,"23,8","26,8","29,7","65,4","50,5","50,5","56,5","92,1","163,5","279,4","160,5","86,2","47,6","41,6","20,8","8,9","8,9","8,9","0,0","3,0","3,0","0,0","0,0","3,0","3,0","0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","3,0","0,0","3,0","8,9","3,0","23,8","20,8","11,9","17,8","14,9","32,7","41,6","53,5","71,3","56,5","56,5","56,5","56,5","50,5","53,5","53,5"
