kód,obec,kraj,počet obyv.,datum,datum-7,"dnes (ČR: 62,3)",dnes,dnes-7,změna,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,week_51,25.9.24,2.10.24,9.10.24,16.10.24,23.10.24,30.10.24,6.11.24,13.11.24,20.11.24,27.11.24,4.12.24,11.12.24,18.12.24,25.12.24,1.1.25,8.1.25,15.1.25,22.1.25,29.1.25,5.2.25,12.2.25,19.2.25,26.2.25,5.3.25,12.3.25,19.3.25,26.3.25,2.4.25,9.4.25,16.4.25,23.4.25,30.4.25,7.5.25,14.5.25,21.5.25,28.5.25,4.6.25,11.6.25,18.6.25,25.6.25,2.7.25,9.7.25,16.7.25,23.7.25,30.7.25,6.8.25,13.8.25,20.8.25,27.8.25,3.9.25,10.9.25,17.9.25,18.9.25,19.9.25,20.9.25,21.9.25,22.9.25,23.9.25,24.9.25
5207,Jičín,52,48653,24. 9. 2025,17. 9. 2025,"530,3","530,3","497,4","32,9",91,100,98,93,89,82,80,74,71,73,74,73,73,69,67,66,65,64,65,64,64,64,64,63,63,62,62,62,61,61,62,62,62,62,62,63,63,62,64,63,63,62,62,63,63,62,62,64,68,71,71,75,"600,2","659,8","645,4","614,6","587,8","542,6","526,2","489,2","468,6","483,0","489,2","478,9","481,0","452,2","441,9","433,7","431,6","419,3","427,5","425,5","419,3","421,4","421,4","413,1","413,1","409,0","407,0","407,0","402,9","402,9","407,0","407,0","409,0","407,0","411,1","415,2","415,2","409,0","421,4","415,2","413,1","411,1","409,0","413,1","413,1","411,1","409,0","423,4","448,1","470,7","466,6","497,4","501,5","501,5","499,5","487,1","503,6","518,0","530,3"
5208,Kostelec nad Orlicí,52,25176,24. 9. 2025,17. 9. 2025,"460,8","460,8","460,8","0,0",93,100,100,96,91,85,85,82,80,79,78,80,78,78,74,77,76,76,77,77,76,74,74,77,73,73,73,73,73,73,73,73,73,73,73,73,73,73,78,77,74,74,76,74,74,74,74,75,75,76,81,91,"472,7","508,4","508,4","488,6","460,8","433,0","433,0","417,1","405,1","401,2","397,2","405,1","397,2","397,2","377,3","393,2","385,3","385,3","393,2","389,3","385,3","377,3","377,3","389,3","373,4","373,4","373,4","373,4","373,4","373,4","373,4","373,4","373,4","373,4","373,4","373,4","373,4","373,4","397,2","393,2","377,3","377,3","385,3","377,3","377,3","377,3","377,3","381,3","381,3","385,3","413,1","460,8","456,8","456,8","456,8","456,8","429,0","448,8","460,8"
5209,Náchod,52,60788,24. 9. 2025,17. 9. 2025,"575,8","575,8","567,5","8,2",97,95,99,100,95,91,89,89,90,88,87,89,90,88,88,92,89,88,87,88,88,86,86,87,86,85,86,86,85,85,86,86,86,85,85,85,86,86,85,86,92,90,90,90,90,90,90,91,90,91,94,95,"579,1","569,2","588,9","597,2","565,9","542,9","531,4","533,0","536,3","528,1","518,2","533,0","536,3","528,1","528,1","549,5","533,0","523,1","518,2","524,8","523,1","513,3","514,9","516,5","513,3","510,0","511,6","511,6","510,0","510,0","511,6","513,3","511,6","510,0","510,0","510,0","511,6","511,6","510,0","514,9","549,5","537,9","537,9","537,9","537,9","536,3","537,9","544,5","539,6","542,9","561,0","567,5","574,1","574,1","572,5","572,5","569,2","572,5","575,8"
5210,Nová Paka,52,13389,24. 9. 2025,17. 9. 2025,"463,1","463,1","478,0","-14,9",85,100,99,95,96,100,87,76,78,85,82,81,83,82,77,78,76,78,83,77,73,71,77,73,74,71,72,72,68,67,67,67,67,67,67,67,67,67,67,68,67,67,68,68,67,68,68,68,69,71,77,82,"492,9","582,6","575,1","552,7","560,2","582,6","507,9","440,7","455,6","492,9","478,0","470,5","485,5","478,0","448,1","455,6","440,7","455,6","485,5","448,1","425,7","410,8","448,1","425,7","433,2","410,8","418,3","418,3","395,8","388,4","388,4","388,4","388,4","388,4","388,4","388,4","388,4","388,4","388,4","395,8","388,4","388,4","395,8","395,8","388,4","395,8","395,8","395,8","403,3","410,8","448,1","478,0","463,1","455,6","455,6","463,1","455,6","463,1","463,1"
5211,Nové Město nad Metují,52,14211,24. 9. 2025,17. 9. 2025,"598,1","598,1","520,7","77,4",86,86,92,100,97,90,86,86,79,77,74,74,77,80,80,79,74,76,76,76,76,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76,74,74,74,74,76,74,74,77,80,82,"541,8","541,8","584,1","633,3","612,2","570,0","541,8","541,8","499,6","485,5","471,5","471,5","485,5","506,6","506,6","499,6","471,5","478,5","478,5","478,5","478,5","471,5","471,5","471,5","471,5","471,5","471,5","471,5","471,5","471,5","471,5","471,5","471,5","471,5","471,5","471,5","471,5","471,5","471,5","471,5","471,5","478,5","471,5","471,5","471,5","471,5","478,5","471,5","471,5","485,5","506,6","520,7","570,0","562,9","555,9","555,9","562,9","570,0","598,1"
5212,Nový Bydžov,52,18003,24. 9. 2025,17. 9. 2025,"438,8","438,8","461,0","-22,2",86,79,84,100,88,81,78,78,83,82,79,77,75,76,77,75,73,73,75,74,73,73,73,73,73,73,73,73,73,74,74,74,74,73,73,73,73,74,73,73,73,73,75,77,75,74,75,75,73,75,77,87,"455,5","416,6","444,4","527,7","466,6","427,7","411,0","411,0","438,8","433,3","416,6","405,5","394,4","399,9","405,5","394,4","383,3","383,3","394,4","388,8","383,3","383,3","383,3","383,3","383,3","383,3","383,3","383,3","383,3","388,8","388,8","388,8","388,8","383,3","383,3","383,3","383,3","388,8","383,3","383,3","383,3","383,3","394,4","405,5","394,4","388,8","394,4","394,4","383,3","394,4","405,5","461,0","461,0","461,0","444,4","444,4","422,2","427,7","438,8"
5213,Rychnov nad Kněžnou,52,34793,24. 9. 2025,17. 9. 2025,"442,6","442,6","431,1","11,5",83,88,100,92,79,72,69,71,66,68,69,68,67,66,65,66,66,67,66,65,65,65,64,64,64,64,64,64,64,64,64,64,64,64,64,64,66,66,68,66,65,65,65,65,65,66,69,68,70,73,76,80,"448,4","471,4","537,5","494,4","422,5","385,1","370,8","379,4","356,4","365,0","370,8","365,0","362,1","356,4","347,8","353,5","356,4","362,1","353,5","347,8","350,6","347,8","342,0","344,9","344,9","344,9","344,9","344,9","344,9","344,9","344,9","344,9","344,9","344,9","344,9","344,9","353,5","353,5","365,0","356,4","347,8","350,6","347,8","347,8","350,6","356,4","370,8","365,0","376,5","390,9","411,0","431,1","422,5","422,5","416,8","413,9","416,8","428,2","442,6"
5214,Trutnov,52,62699,24. 9. 2025,17. 9. 2025,"625,2","625,2","602,9","22,3",90,95,99,100,96,92,90,89,87,88,88,87,87,86,85,85,85,85,85,85,85,86,86,86,86,86,86,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,88,88,88,90,"606,1","636,4","666,7","671,5","644,3","618,8","606,1","596,5","586,9","591,7","590,1","586,9","582,1","579,0","572,6","572,6","569,4","572,6","572,6","572,6","569,4","574,2","574,2","574,2","574,2","575,8","575,8","571,0","569,4","569,4","572,6","569,4","567,8","569,4","567,8","569,4","569,4","567,8","571,0","567,8","567,8","569,4","572,6","571,0","574,2","577,4","575,8","575,8","593,3","593,3","591,7","602,9","604,5","609,3","604,5","601,3","614,0","622,0","625,2"
5215,Vrchlabí,52,27375,24. 9. 2025,17. 9. 2025,"474,9","474,9","460,3","14,6",89,99,99,100,91,84,84,81,82,83,79,79,77,77,78,77,77,79,79,78,78,77,78,78,79,79,79,79,79,79,79,80,80,80,80,80,81,80,80,81,81,81,80,80,80,80,80,80,81,84,84,84,"489,5","540,6","540,6","547,9","496,8","460,3","460,3","445,7","449,3","456,6","434,7","431,1","423,7","423,7","427,4","423,7","423,7","434,7","431,1","427,4","427,4","423,7","427,4","427,4","431,1","431,1","434,7","434,7","434,7","434,7","434,7","438,4","438,4","438,4","438,4","438,4","442,0","438,4","438,4","442,0","445,7","442,0","438,4","438,4","438,4","438,4","438,4","438,4","442,0","460,3","460,3","460,3","460,3","467,6","467,6","463,9","453,0","467,6","474,9"
5301,Česká Třebová,53,17834,24. 9. 2025,17. 9. 2025,"499,0","499,0","454,2","44,9",98,93,100,99,89,79,82,79,81,78,77,77,78,79,78,77,77,78,77,76,76,79,79,78,79,77,77,77,77,78,76,77,77,76,76,76,76,76,77,77,76,76,76,76,76,76,78,76,78,79,85,89,"499,0","476,6","510,3","504,7","454,2","403,7","420,5","403,7","414,9","398,1","392,5","392,5","398,1","403,7","398,1","392,5","392,5","398,1","392,5","386,9","386,9","403,7","403,7","398,1","403,7","392,5","392,5","392,5","392,5","398,1","386,9","392,5","392,5","386,9","386,9","386,9","386,9","386,9","392,5","392,5","386,9","386,9","386,9","386,9","386,9","386,9","398,1","386,9","398,1","403,7","431,8","454,2","431,8","426,2","426,2","409,3","420,5","459,8","499,0"
5302,Hlinsko,53,21127,24. 9. 2025,17. 9. 2025,"435,5","435,5","402,3","33,1",85,83,85,100,90,83,80,77,80,80,77,78,78,75,76,77,76,75,74,74,74,73,72,72,72,72,72,72,73,72,72,72,72,72,72,72,72,72,72,73,72,72,72,72,72,72,72,73,73,78,77,83,"416,5","407,1","416,5","487,5","440,2","407,1","388,1","373,9","388,1","388,1","373,9","378,7","378,7","364,5","369,2","373,9","369,2","364,5","359,7","359,7","359,7","355,0","350,3","350,3","350,3","350,3","350,3","350,3","355,0","350,3","350,3","350,3","350,3","350,3","350,3","350,3","350,3","350,3","350,3","355,0","350,3","350,3","350,3","350,3","350,3","350,3","350,3","355,0","355,0","378,7","373,9","402,3","402,3","402,3","397,6","392,9","411,8","416,5","435,5"
5303,Holice,53,18656,24. 9. 2025,17. 9. 2025,"509,2","509,2","455,6","53,6",83,100,98,95,89,71,65,63,66,65,64,67,63,59,60,60,60,64,64,60,60,63,65,58,58,62,59,58,59,56,57,59,58,57,57,56,56,57,57,56,56,56,55,55,57,59,56,59,59,63,63,69,"546,7","659,3","643,2","627,1","589,6","466,3","428,8","418,1","434,2","428,8","423,5","439,5","418,1","385,9","396,7","396,7","396,7","423,5","423,5","396,7","396,7","412,7","428,8","380,6","380,6","407,4","391,3","380,6","391,3","369,9","375,2","391,3","380,6","375,2","375,2","369,9","369,9","375,2","375,2","369,9","369,9","369,9","364,5","364,5","375,2","391,3","369,9","385,9","385,9","412,7","418,1","455,6","444,9","466,3","466,3","461,0","455,6","482,4","509,2"
5304,Chrudim,53,85271,24. 9. 2025,17. 9. 2025,"464,4","464,4","445,6","18,8",97,100,93,96,92,85,78,77,77,76,74,74,73,74,72,72,73,72,72,72,71,71,71,74,72,72,73,73,72,73,72,72,71,71,72,71,71,72,73,72,72,72,72,73,73,72,72,73,74,75,77,81,"535,9","551,2","513,7","526,6","505,4","466,7","431,6","422,2","422,2","416,3","410,5","408,1","403,4","406,9","397,6","397,6","399,9","395,2","395,2","395,2","394,0","390,5","394,0","405,8","398,7","397,6","401,1","399,9","398,7","399,9","397,6","396,4","391,7","392,9","398,7","391,7","392,9","396,4","399,9","397,6","396,4","395,2","398,7","404,6","402,2","397,6","397,6","401,1","408,1","414,0","426,9","445,6","445,6","449,2","446,8","442,1","452,7","457,4","464,4"
5305,Králíky,53,8557,24. 9. 2025,17. 9. 2025,"584,3","584,3","560,9","23,4",93,96,100,96,95,91,89,87,87,87,87,87,89,91,87,87,87,87,89,89,87,87,87,87,87,87,87,89,89,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,89,89,87,87,"596,0","619,4","642,7","619,4","607,7","584,3","572,6","560,9","560,9","560,9","560,9","560,9","572,6","584,3","560,9","560,9","560,9","560,9","572,6","572,6","560,9","560,9","560,9","560,9","560,9","560,9","560,9","572,6","572,6","560,9","560,9","560,9","560,9","560,9","560,9","560,9","560,9","560,9","560,9","560,9","560,9","560,9","560,9","560,9","560,9","560,9","560,9","560,9","572,6","572,6","560,9","560,9","572,6","572,6","572,6","572,6","584,3","584,3","584,3"
5306,Lanškroun,53,23082,24. 9. 2025,17. 9. 2025,"363,9","363,9","376,9","-13,0",96,100,95,83,81,78,71,69,73,73,71,70,72,69,69,67,66,66,67,67,67,67,67,69,68,68,68,67,69,68,66,66,66,66,66,67,67,66,66,66,66,66,66,66,67,68,67,66,68,69,69,72,"502,6","524,2","498,2","433,2","424,6","407,2","372,6","363,9","381,2","381,2","372,6","368,3","376,9","363,9","363,9","350,9","346,6","346,6","350,9","350,9","350,9","350,9","350,9","359,6","355,3","355,3","355,3","350,9","359,6","355,3","346,6","346,6","346,6","346,6","346,6","350,9","350,9","346,6","346,6","346,6","346,6","346,6","346,6","346,6","350,9","355,3","350,9","346,6","355,3","359,6","363,9","376,9","376,9","372,6","372,6","363,9","359,6","359,6","363,9"
5307,Litomyšl,53,27691,24. 9. 2025,17. 9. 2025,"516,4","516,4","422,5","93,9",83,90,100,96,88,75,69,69,68,69,67,64,62,64,64,65,62,62,64,63,64,62,62,62,62,63,63,62,62,62,62,62,62,62,62,62,62,62,62,62,62,64,63,62,62,63,63,63,66,67,73,75,"469,5","509,2","567,0","545,3","498,4","422,5","393,6","393,6","386,4","393,6","379,2","361,1","353,9","361,1","361,1","368,4","353,9","353,9","361,1","357,5","361,1","353,9","353,9","350,3","353,9","357,5","357,5","350,3","353,9","350,3","353,9","350,3","350,3","353,9","353,9","350,3","350,3","350,3","350,3","350,3","350,3","361,1","357,5","350,3","350,3","357,5","357,5","357,5","375,6","379,2","411,7","422,5","422,5","426,1","429,7","422,5","469,5","487,5","516,4"
5308,Moravská Třebová,53,25961,24. 9. 2025,17. 9. 2025,"535,4","535,4","535,4","0,0",85,98,100,95,93,86,76,77,80,76,70,69,68,67,66,68,69,68,68,69,68,66,67,67,68,72,73,68,68,67,67,66,66,66,66,66,66,66,66,66,66,66,66,66,67,70,67,66,66,68,73,79,"577,8","662,5","677,9","643,3","631,7","585,5","516,2","523,9","539,3","516,2","477,6","466,1","462,2","454,5","450,7","462,2","466,1","458,4","462,2","469,9","462,2","450,7","454,5","454,5","462,2","489,2","493,0","458,4","458,4","454,5","454,5","446,8","446,8","446,8","450,7","450,7","446,8","446,8","446,8","446,8","446,8","446,8","446,8","446,8","454,5","473,8","454,5","450,7","450,7","462,2","496,9","535,4","531,6","527,7","516,2","508,5","512,3","520,0","535,4"
5309,Pardubice,53,134359,24. 9. 2025,17. 9. 2025,"407,1","407,1","381,1","26,0",97,99,100,94,90,86,82,80,81,81,81,80,81,79,77,77,77,76,76,76,74,74,74,74,74,74,75,74,74,74,74,74,74,74,74,73,74,74,74,74,75,75,75,76,76,76,76,77,76,78,80,84,"441,4","451,0","454,0","428,7","406,4","392,2","371,4","361,0","366,9","366,9","366,2","361,7","366,2","359,5","349,1","351,3","347,6","344,6","345,3","345,3","337,9","336,4","337,2","334,9","337,2","337,9","340,1","337,2","335,7","334,9","335,7","334,9","335,7","336,4","337,2","333,4","334,2","334,9","335,7","337,2","340,9","342,4","341,6","343,9","344,6","343,1","343,9","349,1","346,1","352,8","364,7","381,1","373,6","377,3","379,6","380,3","389,3","398,2","407,1"
5310,Polička,53,19904,24. 9. 2025,17. 9. 2025,"743,6","743,6","618,0","125,6",83,94,96,100,81,69,67,63,60,59,61,60,57,57,57,57,56,57,57,57,58,57,56,57,57,57,57,57,58,57,57,58,57,56,56,56,57,57,57,56,56,58,57,57,56,57,59,59,59,59,61,65,"783,8","884,2","904,3","944,5","763,7","653,1","633,0","597,9","562,7","552,7","572,7","562,7","537,6","542,6","537,6","537,6","532,6","537,6","542,6","542,6","547,6","537,6","532,6","542,6","537,6","537,6","537,6","537,6","547,6","542,6","542,6","547,6","537,6","532,6","532,6","532,6","542,6","537,6","537,6","532,6","532,6","547,6","537,6","537,6","532,6","542,6","552,7","552,7","552,7","552,7","572,7","618,0","623,0","653,1","623,0","612,9","688,3","718,4","743,6"
5311,Přelouč,53,26522,24. 9. 2025,17. 9. 2025,"539,2","539,2","542,9","-3,8",96,100,98,95,93,99,95,91,90,89,91,91,91,92,89,90,88,87,87,86,86,86,86,86,86,86,86,87,89,87,86,87,87,88,88,86,86,88,87,87,86,89,89,88,89,89,88,88,89,91,95,97,"535,4","558,0","546,7","531,6","520,3","550,5","527,9","509,0","501,5","497,7","505,2","505,2","505,2","512,8","497,7","501,5","490,2","486,4","486,4","478,8","478,8","478,8","478,8","482,6","482,6","482,6","482,6","486,4","493,9","486,4","482,6","486,4","486,4","490,2","490,2","482,6","482,6","490,2","486,4","486,4","482,6","497,7","497,7","490,2","493,9","493,9","490,2","490,2","497,7","509,0","531,6","542,9","542,9","550,5","542,9","531,6","539,2","539,2","539,2"
5312,Svitavy,53,31020,24. 9. 2025,17. 9. 2025,"390,1","390,1","406,2","-16,1",88,95,100,98,87,84,85,84,84,82,83,83,82,80,80,79,79,81,83,81,82,79,80,81,82,81,81,82,80,80,79,79,79,79,79,79,79,81,81,81,79,79,79,79,79,79,79,79,81,81,80,86,"415,9","448,1","470,7","461,0","409,4","396,5","399,7","396,5","393,3","386,8","390,1","390,1","383,6","377,2","377,2","370,7","370,7","380,4","390,1","380,4","383,6","374,0","377,2","380,4","383,6","380,4","380,4","383,6","377,2","377,2","374,0","374,0","374,0","374,0","374,0","374,0","374,0","380,4","380,4","380,4","374,0","374,0","374,0","374,0","374,0","374,0","374,0","374,0","380,4","380,4","377,2","406,2","406,2","406,2","403,0","399,7","390,1","390,1","390,1"
5313,Ústí nad Orlicí,53,26493,24. 9. 2025,17. 9. 2025,"460,5","460,5","460,5","0,0",90,95,100,95,85,75,76,71,70,72,71,71,70,70,69,71,71,68,68,69,70,69,68,69,68,68,68,68,68,69,69,68,68,68,68,68,70,71,70,70,68,70,70,70,68,68,70,71,70,71,74,81,"513,3","543,5","570,0","539,8","483,1","426,5","434,1","403,9","400,1","407,7","403,9","403,9","400,1","396,3","392,6","403,9","403,9","388,8","388,8","392,6","396,3","392,6","388,8","392,6","388,8","388,8","388,8","388,8","388,8","392,6","392,6","388,8","388,8","388,8","388,8","388,8","396,3","403,9","396,3","396,3","388,8","396,3","400,1","396,3","388,8","388,8","396,3","403,9","396,3","403,9","419,0","460,5","471,8","475,6","464,3","464,3","449,2","445,4","460,5"
5314,Vysoké Mýto,53,32804,24. 9. 2025,17. 9. 2025,"545,7","545,7","515,2","30,5",98,100,90,86,76,68,60,59,59,57,56,53,53,53,54,54,55,56,56,56,54,53,53,55,55,53,53,53,53,54,54,53,53,52,52,53,53,52,52,54,54,56,57,56,56,57,55,55,59,61,63,69,"731,6","743,8","667,6","637,1","564,0","509,1","448,1","442,0","435,9","423,7","417,6","396,3","396,3","396,3","399,3","399,3","405,4","414,6","414,6","417,6","399,3","396,3","396,3","408,5","411,5","396,3","396,3","396,3","396,3","402,4","402,4","396,3","393,2","390,2","390,2","393,2","393,2","390,2","390,2","399,3","402,4","414,6","420,7","414,6","417,6","420,7","405,4","411,5","435,9","457,3","466,4","515,2","515,2","512,1","506,0","496,9","512,1","530,4","545,7"
5315,Žamberk,53,29480,24. 9. 2025,17. 9. 2025,"383,3","383,3","356,2","27,1",87,96,100,86,73,65,65,67,64,67,66,63,63,63,63,63,64,62,63,63,63,62,63,62,63,63,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,63,63,62,62,63,63,62,63,63,66,70,"441,0","488,5","508,8","437,6","369,7","329,0","332,4","339,2","325,6","339,2","335,8","322,3","318,9","318,9","318,9","322,3","325,6","315,5","322,3","322,3","318,9","315,5","318,9","315,5","318,9","318,9","315,5","315,5","315,5","315,5","315,5","315,5","315,5","315,5","315,5","315,5","315,5","318,9","318,9","318,9","318,9","318,9","318,9","315,5","315,5","318,9","318,9","315,5","318,9","318,9","335,8","356,2","352,8","352,8","342,6","342,6","356,2","366,4","383,3"
6301,Bystřice nad Pernštejnem,63,19675,24. 9. 2025,17. 9. 2025,"452,4","452,4","442,2","10,2",97,96,100,91,94,93,87,85,88,89,85,85,85,85,86,84,86,83,84,85,85,84,86,84,84,85,85,84,84,85,85,84,84,84,84,84,85,85,84,86,84,84,84,84,84,85,85,84,84,86,85,88,"487,9","482,8","503,2","457,4","472,7","467,6","437,1","426,9","442,2","447,3","426,9","426,9","426,9","426,9","432,0","421,9","432,0","416,8","421,9","426,9","426,9","421,9","432,0","421,9","421,9","426,9","426,9","421,9","421,9","426,9","426,9","421,9","421,9","421,9","421,9","421,9","426,9","426,9","421,9","432,0","421,9","421,9","421,9","421,9","421,9","426,9","426,9","421,9","421,9","432,0","426,9","442,2","447,3","452,4","452,4","447,3","442,2","447,3","452,4"
6302,Havlíčkův Brod,63,53841,24. 9. 2025,17. 9. 2025,"481,0","481,0","449,5","31,6",93,99,100,89,83,79,77,78,75,77,76,76,75,76,73,73,72,73,73,73,72,72,72,74,73,73,72,72,73,72,72,72,73,73,73,73,72,72,72,73,74,73,73,75,74,74,74,75,75,76,78,80,"518,2","555,3","559,1","497,8","462,5","442,0","432,8","438,3","421,6","429,0","423,5","423,5","419,8","427,2","408,6","406,8","403,0","410,5","410,5","406,8","404,9","403,0","404,9","412,3","408,6","406,8","403,0","403,0","406,8","403,0","403,0","404,9","406,8","406,8","406,8","408,6","404,9","404,9","404,9","406,8","412,3","408,6","410,5","419,8","416,0","416,0","416,0","417,9","419,8","427,2","436,5","449,5","453,2","453,2","447,6","443,9","453,2","466,2","481,0"
6303,Humpolec,63,18492,24. 9. 2025,17. 9. 2025,"497,5","497,5","481,3","16,2",91,100,91,80,78,72,61,63,64,62,60,59,57,57,57,58,59,58,57,57,57,57,57,58,58,57,57,57,59,58,57,57,57,57,57,57,57,57,57,57,57,58,57,57,57,57,57,59,61,60,65,70,"621,9","686,8","627,3","551,6","535,4","497,5","421,8","432,6","438,0","427,2","411,0","405,6","389,4","389,4","394,8","400,2","405,6","400,2","394,8","394,8","389,4","394,8","394,8","400,2","400,2","394,8","389,4","394,8","405,6","400,2","389,4","389,4","389,4","389,4","394,8","389,4","389,4","389,4","389,4","389,4","394,8","400,2","394,8","389,4","394,8","394,8","394,8","405,6","416,4","411,0","443,4","481,3","497,5","502,9","486,7","475,9","470,5","475,9","497,5"
6304,Chotěboř,63,21745,24. 9. 2025,17. 9. 2025,"574,8","574,8","528,9","46,0",83,94,100,90,77,67,56,61,59,57,58,57,59,59,57,55,55,55,56,55,54,54,55,56,54,55,55,55,55,55,55,56,54,54,54,54,54,54,54,54,54,54,55,55,55,55,57,57,63,66,68,74,"593,2","666,8","712,8","643,8","551,9","478,3","400,1","432,3","423,1","409,3","413,9","409,3","418,5","418,5","404,7","395,5","395,5","395,5","400,1","390,9","386,3","386,3","390,9","400,1","386,3","390,9","390,9","390,9","390,9","390,9","395,5","400,1","386,3","386,3","381,7","386,3","386,3","386,3","386,3","386,3","386,3","386,3","390,9","395,5","395,5","395,5","409,3","404,7","446,1","469,1","482,9","528,9","515,1","510,5","496,7","478,3","501,3","547,3","574,8"
6305,Jihlava,63,102996,24. 9. 2025,17. 9. 2025,"439,8","439,8","419,4","20,4",88,97,100,93,88,82,80,80,82,80,80,83,81,80,79,80,79,79,79,79,78,77,77,77,77,77,77,77,77,77,76,76,76,76,76,77,77,76,76,76,76,76,76,76,76,76,76,76,78,78,80,82,"453,4","497,1","512,6","478,7","448,6","421,4","412,6","411,7","418,5","409,7","412,6","425,3","416,5","409,7","405,8","407,8","406,8","404,9","403,9","403,9","399,0","397,1","396,1","396,1","396,1","395,2","394,2","393,2","392,2","392,2","390,3","390,3","389,3","390,3","390,3","392,2","392,2","390,3","390,3","388,4","388,4","388,4","388,4","387,4","387,4","389,3","389,3","391,3","398,1","402,0","409,7","419,4","422,3","426,2","423,3","423,3","424,3","430,1","439,8"
6306,Moravské Budějovice,63,22919,24. 9. 2025,17. 9. 2025,"370,9","370,9","370,9","0,0",100,91,88,93,76,70,69,70,65,62,62,62,65,65,62,62,62,63,65,64,63,62,62,62,62,62,61,62,62,64,64,61,61,61,61,61,61,61,61,61,62,62,61,61,62,62,62,64,63,62,65,68,"545,4","497,4","480,0","506,1","414,5","384,0","375,2","379,6","353,4","340,3","340,3","336,0","353,4","353,4","336,0","340,3","336,0","344,7","353,4","349,1","344,7","336,0","336,0","336,0","336,0","336,0","331,6","340,3","336,0","349,1","349,1","331,6","331,6","331,6","331,6","331,6","331,6","331,6","331,6","331,6","336,0","336,0","331,6","331,6","336,0","340,3","340,3","349,1","344,7","340,3","353,4","370,9","375,2","375,2","362,1","357,8","362,1","362,1","370,9"
6307,Náměšť nad Oslavou,63,13566,24. 9. 2025,17. 9. 2025,"398,1","398,1","398,1","0,0",81,99,90,100,84,72,69,69,63,63,64,63,59,60,58,58,59,59,58,58,58,59,59,58,58,58,58,58,58,58,58,59,60,59,59,59,59,59,59,60,60,58,58,58,58,58,59,59,60,60,60,65,"493,9","604,5","552,9","611,8","516,0","442,3","420,2","420,2","383,3","383,3","390,7","383,3","361,2","368,6","353,8","353,8","361,2","361,2","353,8","353,8","353,8","361,2","361,2","353,8","353,8","353,8","353,8","353,8","353,8","353,8","353,8","361,2","368,6","361,2","361,2","361,2","361,2","361,2","361,2","368,6","368,6","353,8","353,8","353,8","353,8","353,8","361,2","361,2","368,6","368,6","368,6","398,1","390,7","383,3","383,3","375,9","383,3","368,6","398,1"
6308,Nové Město na Moravě,63,19419,24. 9. 2025,17. 9. 2025,"468,6","468,6","458,3","10,3",100,86,76,76,75,66,62,66,73,70,67,62,63,61,60,62,62,59,59,58,56,56,57,57,57,57,58,59,58,58,57,57,57,57,57,57,57,57,58,58,58,59,58,58,60,59,58,58,58,60,62,68,"674,6","581,9","509,8","509,8","504,7","442,9","417,1","442,9","489,2","473,8","453,2","417,1","422,3","412,0","401,7","417,1","417,1","396,5","396,5","391,4","381,1","381,1","386,2","386,2","386,2","386,2","391,4","396,5","391,4","391,4","386,2","386,2","386,2","386,2","386,2","386,2","386,2","386,2","391,4","391,4","391,4","396,5","391,4","391,4","401,7","396,5","391,4","391,4","391,4","401,7","417,1","458,3","458,3","458,3","463,5","448,0","463,5","468,6","468,6"
6309,Pacov,63,9478,24. 9. 2025,17. 9. 2025,"611,9","611,9","590,8","21,1",72,82,100,90,87,78,75,79,76,78,73,72,75,75,73,73,75,72,70,70,73,72,72,72,70,70,72,72,70,70,70,70,70,70,70,70,70,70,70,72,72,70,70,70,70,70,70,73,76,76,78,84,"506,4","580,3","706,9","633,0","611,9","548,6","527,5","559,2","538,1","548,6","517,0","506,4","527,5","527,5","517,0","517,0","527,5","506,4","495,9","495,9","517,0","506,4","506,4","506,4","495,9","495,9","506,4","506,4","495,9","495,9","495,9","495,9","495,9","495,9","495,9","495,9","495,9","495,9","495,9","506,4","506,4","495,9","495,9","495,9","495,9","495,9","495,9","517,0","538,1","538,1","548,6","590,8","611,9","611,9","590,8","569,7","580,3","580,3","611,9"
6310,Pelhřimov,63,46163,24. 9. 2025,17. 9. 2025,"418,1","418,1","405,1","13,0",86,94,100,95,92,83,75,74,74,73,73,72,72,69,69,68,67,68,67,69,69,68,68,69,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,68,67,67,69,68,70,71,71,73,78,"444,1","487,4","517,7","491,7","474,4","431,1","387,8","385,6","383,4","376,9","379,1","370,4","372,6","359,6","355,3","350,9","348,8","350,9","346,6","355,3","357,4","350,9","350,9","357,4","346,6","346,6","348,8","348,8","348,8","348,8","348,8","346,6","348,8","346,6","346,6","346,6","346,6","346,6","346,6","346,6","346,6","346,6","350,9","348,8","348,8","355,3","353,1","361,8","368,3","368,3","376,9","405,1","402,9","396,4","394,3","389,9","394,3","405,1","418,1"
